Time (s),Accel_x (m2/s),Accel_y (m2/s),Accel_z (m2/s),RPM,Humidity (percentage),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),Height 1 (mm),Height 2 (mm)
182.20,0.52,-0.92,9.37,29.76,95.0,23.2,18.33,35.89,-47.40,27.02
182.24,0.57,-0.68,9.29,29.76,95.0,23.2,18.21,35.89,-47.40,27.02
182.28,0.48,-0.55,9.31,29.76,95.0,23.2,18.09,35.89,-51.17,28.31
182.32,0.57,-0.63,9.33,29.76,95.0,23.2,18.21,35.40,-52.43,29.61
182.36,0.49,-0.03,9.22,29.76,95.0,23.2,18.09,35.89,-49.92,30.91
182.40,0.41,-0.48,9.29,29.76,95.0,23.2,18.33,35.65,-46.15,28.31
182.44,0.60,-0.33,9.26,29.76,95.0,23.2,17.85,35.89,-44.89,28.31
182.48,0.53,-0.52,9.28,29.76,95.0,23.2,18.21,35.89,-39.87,27.02
182.52,0.47,0.00,9.28,29.76,95.0,23.2,17.73,36.14,-39.87,29.61
182.56,0.50,0.12,9.25,29.76,95.0,23.2,18.45,35.65,-34.85,27.02
182.60,0.45,0.17,9.21,29.76,95.0,23.2,18.21,35.89,-29.82,27.02
182.64,0.51,0.16,9.24,29.76,95.0,23.2,17.97,35.65,-29.82,27.02
182.68,0.51,0.44,9.13,29.76,95.0,23.2,18.09,36.14,-23.54,27.02
182.72,0.48,0.77,9.10,29.76,95.0,23.2,18.33,36.14,-18.52,25.72
182.76,0.45,0.95,9.12,29.76,95.0,23.2,18.33,35.65,-10.98,25.72
182.80,0.40,1.07,9.13,29.76,95.0,23.2,17.97,35.65,-2.19,20.52
182.84,0.54,1.30,9.02,29.76,95.0,23.2,18.09,35.89,0.32,19.22
182.88,0.39,1.61,9.01,29.76,95.0,23.2,18.21,35.65,9.11,11.43
182.92,0.36,1.91,8.97,29.76,95.0,23.2,17.61,36.14,10.37,4.94
182.96,0.40,2.39,9.01,29.76,95.0,23.2,17.73,35.89,15.39,-0.26
183.00,0.38,2.59,8.94,29.76,95.0,23.2,18.21,36.14,21.67,-9.35
183.04,0.29,3.06,8.94,29.76,95.0,23.2,17.85,35.65,21.67,-13.24
183.08,0.46,3.10,8.93,29.76,95.0,23.2,18.56,35.89,25.44,-21.04
183.12,0.31,3.51,8.95,29.76,95.0,23.2,17.85,35.65,27.95,-28.83
183.16,0.28,3.85,8.90,29.76,95.0,23.2,18.33,36.14,29.21,-32.72
183.20,0.45,3.70,8.96,29.76,95.0,23.2,17.85,35.65,32.97,-37.92
183.24,0.28,4.05,8.97,29.76,95.0,23.2,18.09,35.89,32.97,-44.41
183.28,0.37,3.85,8.90,29.76,95.0,23.2,18.33,35.40,35.49,-49.61
183.32,0.41,3.63,8.93,29.76,95.0,23.2,17.73,35.89,36.74,-52.20
183.36,0.26,3.85,8.95,29.76,95.0,23.2,18.09,35.65,36.74,-52.20
183.40,0.43,3.47,8.92,29.76,95.0,23.2,18.45,35.89,38.00,-50.91
183.44,0.32,3.74,8.91,29.76,95.0,23.2,18.09,35.65,35.49,-50.91
183.48,0.31,3.07,8.96,29.76,95.0,23.2,18.45,35.89,30.46,-50.91
183.52,0.46,2.83,8.94,29.76,95.0,23.2,17.85,35.89,29.21,-48.31
183.56,0.40,2.72,8.99,29.76,95.0,23.2,17.85,36.14,25.44,-48.31
183.60,0.38,2.30,8.99,29.76,95.0,23.2,18.45,35.89,20.41,-45.71
183.64,0.41,2.38,9.02,29.76,95.0,23.2,17.85,36.14,16.65,-45.71
183.68,0.41,1.95,9.01,29.76,95.0,23.2,18.33,35.65,14.13,-39.22
183.72,0.41,1.39,9.01,29.76,95.0,23.2,18.80,35.89,12.88,-30.13
183.76,0.43,1.42,9.08,29.76,95.0,23.2,18.33,35.89,9.11,-23.63
183.80,0.49,0.96,9.04,29.76,95.0,23.2,18.21,36.14,4.09,-10.65
183.84,0.46,0.73,9.09,29.76,95.0,23.2,17.85,35.65,2.83,-5.45
183.88,0.47,0.54,9.14,29.76,95.0,23.2,18.21,35.89,-3.45,4.94
183.92,0.54,0.01,9.18,29.76,95.0,23.2,18.09,35.89,-7.22,11.43
183.96,0.51,-0.12,9.16,29.76,95.0,23.2,17.73,36.14,-14.75,11.43
184.00,0.52,-0.40,9.28,29.76,95.0,23.2,18.33,35.16,-21.03,16.63
184.04,0.51,-0.16,9.25,29.76,95.0,23.2,18.09,35.89,-24.80,17.92
184.08,0.56,-1.02,9.31,29.76,95.0,23.2,17.85,35.89,-32.33,20.52
184.12,0.56,-0.34,9.26,29.76,95.0,23.2,17.97,35.89,-34.85,23.12
184.16,0.46,-0.80,9.36,29.76,95.0,23.2,18.21,35.89,-41.13,23.12
184.20,0.56,-0.66,9.27,29.76,95.0,23.2,18.21,35.89,-42.38,27.02
184.24,0.49,-0.51,9.33,29.76,95.0,23.2,18.21,35.89,-46.15,27.02
184.28,0.56,-1.15,9.39,29.76,95.0,23.2,18.09,35.89,-49.92,28.31
184.32,0.55,-0.41,9.27,29.76,95.0,23.2,17.73,35.89,-49.92,28.31
184.36,0.42,-0.19,9.31,29.76,95.0,23.2,17.97,35.89,-48.66,28.31
184.40,0.53,-0.27,9.35,29.76,95.0,23.2,18.45,35.89,-48.66,29.61
184.44,0.57,-0.90,9.33,29.76,95.0,23.2,18.09,35.89,-46.15,30.91
184.48,0.40,-0.14,9.26,29.76,95.0,23.2,18.45,35.89,-43.64,29.61
184.52,0.53,-0.13,9.26,29.76,95.0,23.2,17.85,35.89,-42.38,27.02
184.56,0.46,0.12,9.27,29.76,95.0,23.2,18.09,35.89,-38.61,27.02
184.60,0.45,0.31,9.23,29.76,95.0,23.2,18.09,35.89,-34.85,28.31
184.64,0.55,0.23,9.15,29.76,95.0,23.2,18.09,34.68,-28.57,28.31
184.68,0.44,0.35,9.21,29.76,95.0,23.2,18.09,35.89,-23.54,27.02
184.72,0.46,0.67,9.17,29.76,95.0,23.2,18.09,35.89,-19.77,24.42
184.76,0.39,0.96,9.13,29.76,95.0,23.2,18.45,35.89,-12.24,24.42
184.80,0.52,1.07,9.08,29.76,95.0,23.2,18.09,35.89,-9.73,21.82
184.84,0.45,1.18,9.07,29.76,95.0,23.2,17.85,35.65,-0.94,20.52
184.88,0.40,1.47,9.05,29.76,95.0,23.2,18.21,35.89,6.60,14.03
184.92,0.52,1.76,9.04,29.76,95.0,23.2,17.85,35.89,9.11,7.54
184.96,0.39,2.06,8.99,29.76,95.0,23.2,18.21,36.14,14.13,2.34
185.00,0.32,2.74,8.98,29.76,95.0,23.2,18.09,36.14,14.13,-5.45
185.04,0.45,2.86,8.94,29.76,95.0,23.2,17.73,35.65,20.41,-10.65
185.08,0.37,3.12,8.96,29.76,95.0,23.2,18.56,35.89,24.18,-19.74
185.12,0.28,3.61,8.97,29.76,95.0,23.2,17.73,35.65,25.44,-27.53
185.16,0.44,3.53,8.92,29.76,95.0,23.2,18.45,35.65,30.46,-32.72
185.20,0.35,3.90,8.94,29.76,95.0,23.2,17.85,35.65,30.46,-37.92
185.24,0.28,4.14,8.91,29.76,95.0,23.2,18.33,35.65,34.23,-40.52
185.28,0.41,3.73,8.95,29.76,95.0,23.2,17.97,35.89,36.74,-45.71
185.32,0.29,3.94,8.94,29.76,95.0,23.2,18.09,35.65,38.00,-48.31
185.36,0.40,3.58,8.91,29.76,95.0,23.2,18.21,35.89,38.00,-49.61
185.40,0.39,3.72,8.93,29.76,95.0,23.2,18.09,34.68,38.00,-52.20
185.44,0.25,3.57,8.97,29.76,95.0,23.2,17.85,36.14,34.23,-53.50
185.48,0.40,3.29,8.92,29.76,95.0,23.2,17.97,35.89,31.72,-53.50
185.52,0.44,3.14,8.92,29.76,95.0,23.2,18.09,36.14,30.46,-53.50
185.56,0.37,2.50,8.97,29.76,95.0,23.2,18.33,36.14,26.69,-53.50
185.60,0.42,2.58,8.97,29.76,95.0,23.2,18.09,35.65,22.93,-48.31
185.64,0.40,2.38,9.02,29.76,95.0,23.2,18.09,35.89,19.16,-41.82
185.68,0.40,1.99,9.01,29.76,95.0,23.2,18.09,36.14,14.13,-39.22
185.72,0.40,1.83,9.02,29.76,95.0,23.2,17.73,35.89,14.13,-28.83
185.76,0.49,1.24,9.05,29.76,95.0,23.2,18.45,35.89,11.62,-24.93
185.80,0.41,1.06,9.09,29.76,95.0,23.2,17.97,35.65,9.11,-14.54
185.84,0.41,1.03,9.08,29.76,95.0,23.2,17.97,36.14,2.83,-5.45
185.88,0.49,0.57,9.14,29.76,95.0,23.2,18.45,35.40,0.32,-0.26
185.92,0.52,0.10,9.20,29.76,95.0,23.2,17.97,35.65,-4.70,7.54
185.96,0.47,0.05,9.19,29.76,95.0,23.2,18.21,35.89,-13.50,11.43
