Time (s),Accel_x (m2/s),Accel_y (m2/s),Accel_z (m2/s),RPM,Humidity (percentage),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),Height 1 (mm),Height 2 (mm)
43.57,0.00,1.35,109.18,300.01,0.0,0.0,64.77,7.52,3.88,17.17
43.61,81.52,0.12,-137.22,300.01,0.0,0.0,70.13,12.55,-84.03,-65.95
43.65,0.00,0.12,109.18,300.01,0.0,0.0,71.43,12.77,-76.50,-59.45
43.69,0.00,0.12,109.18,300.01,0.0,0.0,61.76,5.83,0.11,-1.01
43.73,0.00,1.35,109.18,300.01,0.0,0.0,71.76,13.11,-80.26,-62.05
43.77,0.00,1.35,109.18,300.01,0.0,0.0,62.89,6.29,11.42,18.47
43.81,0.00,0.12,109.18,300.01,0.0,0.0,71.43,13.22,-85.29,-63.35
43.85,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.66,-65.19,-43.87
43.89,0.00,1.35,109.18,300.01,0.0,0.0,62.46,6.66,-23.75,-26.99
43.93,0.00,1.35,109.18,300.01,0.0,0.0,71.76,13.11,-81.52,-63.35
43.97,0.00,1.35,109.18,300.01,0.0,0.0,63.46,6.66,10.16,18.47
44.01,0.00,0.12,109.18,300.01,0.0,0.0,70.94,12.99,-85.29,-64.65
44.05,0.00,30.77,109.18,300.01,0.0,0.0,71.27,12.77,-68.96,-49.06
44.09,0.00,1.35,19.69,300.01,0.0,0.0,62.04,6.29,-14.96,-19.19
44.13,0.00,1.35,109.18,300.01,0.0,0.0,71.93,13.22,-81.52,-64.65
44.17,0.00,1.35,109.18,300.01,0.0,0.0,64.18,7.13,7.65,18.47
44.21,81.52,0.12,-149.47,300.01,0.0,0.0,70.46,12.77,-84.03,-64.65
44.25,0.00,2.57,109.18,300.01,0.0,0.0,71.43,12.77,-72.73,-55.56
44.29,0.00,1.35,109.18,300.01,0.0,0.0,61.76,5.92,-6.17,-10.10
44.33,0.00,1.35,109.18,300.01,0.0,0.0,71.76,13.22,-82.78,-63.35
44.37,0.00,1.35,109.18,300.01,0.0,0.0,62.46,6.01,12.67,18.47
44.41,0.00,0.12,109.18,300.01,0.0,0.0,71.43,13.22,-85.29,-64.65
44.45,0.00,1.35,109.18,300.01,0.0,0.0,70.94,12.33,-61.43,-41.27
44.49,0.00,1.35,109.18,300.01,0.0,0.0,63.18,7.42,-33.80,-34.78
44.53,0.00,1.35,109.18,300.01,0.0,0.0,71.93,13.11,-81.52,-64.65
44.57,0.00,1.35,109.18,300.01,0.0,0.0,63.03,6.38,11.42,18.47
44.61,0.00,0.12,109.18,300.01,0.0,0.0,71.43,13.22,-85.29,-64.65
44.65,0.00,1.35,109.18,300.01,0.0,0.0,71.27,12.66,-66.45,-45.17
44.69,0.00,1.35,109.18,300.01,0.0,0.0,62.61,6.66,-23.75,-26.99
44.73,0.00,1.35,19.69,300.01,0.0,0.0,71.93,13.11,-82.78,-64.65
44.77,0.00,1.35,109.18,300.01,0.0,0.0,63.61,6.76,10.16,18.47
44.81,0.00,0.12,109.18,300.01,0.0,0.0,70.94,13.11,-85.29,-64.65
44.85,0.00,1.35,109.18,300.01,0.0,0.0,71.43,12.77,-70.22,-50.36
44.89,0.00,1.35,109.18,300.01,0.0,0.0,62.18,6.29,-14.96,-19.19
44.93,0.00,1.35,109.18,300.01,0.0,0.0,71.93,13.11,-82.78,-64.65
44.97,0.00,1.35,109.18,300.01,0.0,0.0,64.18,7.13,6.39,18.47
45.01,144.04,0.12,-109.02,300.01,0.0,0.0,71.43,13.22,-85.29,-64.65
45.05,0.00,1.35,109.18,300.01,0.0,0.0,70.46,11.89,-57.66,-37.38
45.09,0.00,1.35,109.18,300.01,0.0,0.0,64.33,8.10,-43.84,-45.17
45.13,0.00,1.35,109.18,300.01,0.0,0.0,71.93,13.11,-81.52,-64.65
45.17,0.00,1.35,109.18,300.01,0.0,0.0,62.61,6.01,12.67,17.17
45.21,0.00,0.12,109.18,300.01,0.0,0.0,71.60,13.33,-85.29,-64.65
45.25,0.00,1.35,109.18,300.01,0.0,0.0,71.11,12.44,-62.68,-42.57
45.29,0.00,1.35,109.18,300.01,0.0,0.0,63.61,7.52,-35.05,-37.38
45.33,0.00,1.35,109.18,300.01,0.0,0.0,71.93,13.11,-82.78,-64.65
45.37,0.00,1.35,109.18,300.01,0.0,0.0,63.18,6.38,10.16,17.17
45.41,0.00,0.12,109.18,300.01,0.0,0.0,71.60,13.33,-86.54,-64.65
45.45,0.00,0.12,109.18,300.01,0.0,0.0,71.43,12.66,-65.19,-45.17
45.49,0.00,1.35,109.18,300.01,0.0,0.0,62.75,6.85,-26.26,-29.58
45.53,0.00,1.35,109.18,300.01,0.0,0.0,72.09,13.22,-82.78,-65.95
45.57,0.00,1.35,109.18,300.01,0.0,0.0,63.61,6.76,8.90,17.17
45.61,45.36,1.07,0.08,300.01,0.0,0.0,71.27,13.33,-86.54,-65.95
45.65,0.46,-127.49,2.53,300.01,0.0,0.0,70.13,11.57,-51.38,-30.88
45.69,0.00,1.35,109.18,300.01,0.0,0.0,65.51,8.98,-53.89,-50.36
45.73,0.00,1.35,109.18,300.01,0.0,0.0,72.09,13.11,-81.52,-65.95
45.77,0.00,1.35,109.18,300.01,0.0,0.0,62.46,6.01,11.42,14.57
45.81,0.00,0.12,109.18,300.01,0.0,0.0,71.76,13.33,-86.54,-65.95
45.85,0.00,1.35,109.18,300.01,0.0,0.0,70.62,11.89,-57.66,-38.68
45.89,0.00,1.35,109.18,300.01,0.0,0.0,64.62,8.39,-47.61,-47.77
45.93,20.25,0.92,3.75,300.01,0.0,0.0,72.26,13.11,-81.52,-65.95
45.97,0.00,1.35,109.18,300.01,0.0,0.0,62.75,6.10,11.42,15.87
46.01,0.00,0.12,109.18,300.01,0.0,0.0,71.76,13.44,-86.54,-65.95
46.05,0.00,63.86,109.18,300.01,0.0,0.0,71.27,12.33,-61.43,-42.57
46.09,0.00,119.63,0.08,300.01,0.0,0.0,63.90,7.71,-37.56,-39.97
46.13,0.00,1.35,109.18,300.01,0.0,0.0,72.26,13.33,-84.03,-65.95
46.17,0.00,1.35,109.18,300.01,0.0,0.0,63.18,6.38,8.90,14.57
46.21,0.00,0.12,109.18,300.01,0.0,0.0,71.93,13.44,-87.80,-67.25
46.25,0.00,2.57,109.18,300.01,0.0,0.0,71.60,12.77,-66.45,-46.47
46.29,0.00,1.35,109.18,300.01,0.0,0.0,66.55,9.89,-62.68,-56.86
46.33,0.00,1.35,109.18,300.01,0.0,0.0,72.26,13.22,-82.78,-67.25
46.37,0.00,1.35,109.18,300.01,0.0,0.0,62.46,6.01,10.16,14.57
46.41,0.00,0.12,109.18,300.01,0.0,0.0,71.93,13.44,-87.80,-67.25
46.45,0.00,2.57,109.18,300.01,0.0,0.0,70.30,11.68,-51.38,-30.88
46.49,0.00,1.35,109.18,300.01,0.0,0.0,65.66,9.18,-56.40,-52.96
46.53,0.00,1.35,109.18,300.01,0.0,0.0,72.43,13.33,-84.03,-68.55
46.57,0.00,1.35,109.18,300.01,0.0,0.0,62.61,6.10,10.16,13.27
46.61,0.00,0.12,109.18,300.01,0.0,0.0,71.93,13.44,-89.06,-68.55
46.65,0.00,0.12,109.18,300.01,0.0,0.0,70.94,12.00,-58.91,-39.97
46.69,81.52,0.12,-135.99,300.01,0.0,0.0,64.92,8.49,-50.12,-50.36
46.73,0.00,1.35,109.18,300.01,0.0,0.0,72.43,13.33,-84.03,-68.55
46.77,0.00,1.35,109.18,300.01,0.0,0.0,63.03,6.20,8.90,13.27
46.81,0.46,-127.49,2.53,300.01,0.0,0.0,72.09,13.44,-87.80,-68.55
46.85,0.00,1.35,109.18,300.01,0.0,0.0,71.60,12.55,-65.19,-45.17
46.89,0.00,1.35,109.18,300.01,0.0,0.0,64.04,7.80,-38.82,-42.57
46.93,0.00,1.35,109.18,300.01,0.0,0.0,72.26,13.22,-82.78,-67.25
46.97,0.00,1.35,109.18,300.01,0.0,0.0,62.61,6.10,8.90,11.97
47.01,0.56,-127.49,2.53,300.01,0.0,0.0,72.09,13.44,-87.80,-68.55
47.05,0.00,1.35,109.18,300.01,0.0,0.0,69.97,11.35,-45.10,-24.39
47.09,0.00,1.35,109.18,300.01,0.0,0.0,66.40,9.69,-61.43,-55.56
47.13,0.00,1.35,109.18,300.01,0.0,0.0,72.26,13.33,-82.78,-67.25
47.17,0.00,1.35,109.18,300.01,0.0,0.0,62.61,6.10,8.90,11.97
47.21,89.50,88.26,16.01,300.01,0.0,0.0,72.09,13.44,-87.80,-68.55
47.25,0.01,0.00,143.50,300.01,0.0,0.0,70.46,11.68,-55.15,-34.78
47.29,104.81,0.12,-134.76,300.01,0.0,0.0,65.66,9.08,-55.15,-52.96
47.33,0.92,0.00,143.50,300.01,0.0,0.0,72.43,13.33,-84.03,-67.25
47.37,0.00,2.57,109.18,300.01,0.0,0.0,62.75,6.10,10.16,11.97
47.41,0.00,0.12,109.18,300.01,0.0,0.0,71.93,13.44,-87.80,-68.55
47.45,0.00,63.86,109.18,300.01,0.0,0.0,71.11,12.22,-61.43,-42.57
