Time (s),Accel_x (m2/s),Accel_y (m2/s),Accel_z (m2/s),RPM,Humidity (percentage),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),Height 1 (mm),Height 2 (mm)
133.23,0.30,1.11,8.99,47.83,95.0,22.0,18.68,38.50,-11.86,-37.11
133.27,0.22,2.34,8.91,47.83,95.0,22.0,18.33,37.96,-11.86,-26.72
133.31,0.08,3.14,8.90,47.83,95.0,22.0,18.56,38.50,-14.37,-8.54
133.35,0.27,3.54,8.92,47.83,95.0,22.0,18.45,37.96,22.05,0.55
133.39,0.13,4.35,8.85,47.83,95.0,22.0,18.56,38.77,38.37,20.03
133.43,0.24,4.89,8.89,47.83,95.0,22.0,18.56,35.16,40.89,30.42
133.47,0.03,5.50,9.04,47.83,95.0,22.0,17.85,38.23,40.89,38.21
133.51,0.02,5.06,8.94,47.83,95.0,22.0,18.45,38.23,40.89,44.71
133.55,0.30,4.49,8.83,47.83,95.0,22.0,18.45,38.50,37.12,52.50
133.59,0.11,4.85,8.91,47.83,95.0,22.0,18.68,38.23,35.86,57.69
133.63,0.11,4.47,8.97,47.83,95.0,22.0,22.51,38.23,32.09,61.59
133.67,0.23,3.71,8.86,47.83,95.0,22.0,18.45,38.23,28.33,61.59
133.71,0.18,2.50,8.90,47.83,95.0,22.0,18.80,37.96,24.56,60.29
133.75,0.29,2.11,9.00,47.83,95.0,22.0,18.45,38.77,20.79,57.69
133.79,0.28,1.86,9.00,47.83,95.0,22.0,18.56,38.23,15.77,52.50
133.83,0.27,1.03,8.95,47.83,95.0,22.0,18.56,38.23,13.26,44.71
133.87,0.31,-0.05,9.12,47.83,95.0,22.0,18.45,38.23,6.98,38.21
133.91,0.42,-0.94,9.17,47.83,95.0,22.0,18.80,38.23,4.46,20.03
133.95,0.33,-0.89,9.33,47.83,95.0,22.0,18.56,38.50,-3.07,8.34
133.99,0.31,-1.63,9.36,47.83,95.0,22.0,18.56,37.96,-9.35,-5.94
134.03,0.50,-1.98,9.32,47.83,95.0,22.0,18.80,37.69,-19.40,-25.42
134.07,0.32,-1.32,9.28,47.83,95.0,22.0,18.56,38.23,-28.19,-34.51
134.11,0.35,-2.36,9.44,47.83,95.0,22.0,18.68,39.62,-35.72,-52.70
134.15,0.42,-1.19,9.30,47.83,95.0,22.0,18.56,38.50,-47.03,-59.19
134.19,0.28,-1.22,9.36,47.83,95.0,22.0,18.45,38.50,-55.82,-70.88
134.23,0.48,-1.77,9.31,47.83,95.0,22.0,18.56,39.90,-59.59,-77.37
134.27,0.41,-0.96,9.27,47.83,95.0,22.0,18.56,38.50,-63.35,-77.37
134.31,0.29,-0.69,9.23,47.83,95.0,22.0,18.68,38.50,-64.61,-76.07
134.35,0.39,-0.28,9.22,47.83,95.0,22.0,18.45,38.50,-53.31,-72.18
134.39,0.28,0.29,9.02,47.83,95.0,22.0,18.68,38.23,-47.03,-63.09
134.43,0.39,0.08,9.01,47.83,95.0,22.0,18.80,38.23,-28.19,-52.70
134.47,0.34,0.95,9.03,47.83,95.0,22.0,18.21,38.50,-6.84,-46.20
134.51,0.08,2.25,8.99,47.83,95.0,22.0,18.56,38.23,-10.61,-29.32
134.55,0.28,2.54,8.97,47.83,95.0,22.0,18.33,38.23,13.26,-20.23
134.59,0.21,3.75,8.85,47.83,95.0,22.0,18.68,38.23,24.56,-11.14
134.63,0.18,3.86,8.94,47.83,95.0,22.0,18.56,38.23,33.35,-11.14
134.67,0.19,4.57,8.97,47.83,95.0,22.0,17.97,38.23,43.40,-11.14
134.71,-0.11,5.67,8.90,47.83,95.0,22.0,18.68,38.50,39.63,34.32
134.75,0.19,5.16,8.88,47.83,95.0,22.0,18.45,37.96,40.89,40.81
134.79,0.26,5.02,8.89,47.83,95.0,22.0,19.27,37.96,39.63,52.50
134.83,0.01,4.42,8.95,47.83,95.0,22.0,18.80,38.50,35.86,58.99
134.87,0.18,4.43,8.95,47.83,95.0,22.0,18.33,38.23,32.09,62.89
134.91,0.10,4.15,8.91,47.83,95.0,22.0,18.80,37.96,28.33,61.59
134.95,0.27,2.88,8.89,47.83,95.0,22.0,18.45,38.23,24.56,62.89
134.99,0.32,2.28,8.91,47.83,95.0,22.0,18.80,38.23,22.05,57.69
135.03,0.14,1.78,9.00,47.83,95.0,22.0,18.68,38.50,18.28,53.80
135.07,0.28,1.66,8.94,47.83,95.0,22.0,18.56,38.23,14.51,51.20
135.11,0.34,0.41,9.00,47.83,95.0,22.0,19.04,38.23,12.00,39.51
135.15,0.34,-0.62,9.09,47.83,95.0,22.0,18.45,38.23,5.72,27.82
135.19,0.31,-0.94,9.22,47.83,95.0,22.0,18.68,38.23,0.70,13.54
135.23,0.42,-1.92,9.35,47.83,95.0,22.0,18.68,38.23,-10.61,-5.94
135.27,0.45,-1.12,9.24,47.83,95.0,22.0,18.33,37.96,-9.35,-11.14
135.31,0.36,-2.14,9.35,47.83,95.0,22.0,18.80,38.23,-24.42,-33.22
135.35,0.51,-2.06,9.34,47.83,95.0,22.0,18.45,38.23,-36.98,-43.60
135.39,0.33,-1.18,9.39,47.83,95.0,22.0,19.04,38.23,-42.00,-59.19
135.43,0.35,-1.69,9.39,47.83,95.0,22.0,18.68,38.23,-50.80,-69.58
135.47,0.45,-1.11,9.32,47.83,95.0,22.0,18.45,38.23,-57.07,-73.47
135.51,0.29,-1.31,9.30,47.83,95.0,22.0,18.68,38.23,-63.35,-77.37
135.55,0.46,-1.19,9.25,47.83,95.0,22.0,18.33,38.50,-59.59,-78.67
135.59,0.32,0.14,9.13,47.83,95.0,22.0,19.04,38.23,-58.33,-74.77
135.63,0.25,-0.05,9.17,47.83,95.0,22.0,18.56,38.50,-47.03,-66.98
135.67,0.43,-0.15,9.10,47.83,95.0,22.0,18.56,37.96,-36.98,-60.49
135.71,0.29,0.58,9.00,47.83,95.0,22.0,18.68,38.50,-16.89,-47.50
135.75,0.25,1.57,8.92,47.83,95.0,22.0,18.56,38.23,-0.56,-41.01
135.79,0.31,2.60,8.99,47.83,95.0,22.0,18.56,38.50,1.95,-21.53
135.83,0.06,3.23,8.95,47.83,95.0,22.0,18.68,38.23,20.79,-4.64
135.87,0.30,3.30,8.91,47.83,95.0,22.0,18.45,38.50,24.56,4.45
135.91,0.08,4.61,8.95,47.83,95.0,22.0,18.80,37.96,35.86,23.93
135.95,0.13,5.19,8.99,47.83,95.0,22.0,18.56,38.50,35.86,20.03
135.99,0.22,5.33,8.88,47.83,95.0,22.0,18.45,38.50,38.37,39.51
136.03,0.05,5.13,8.85,47.83,95.0,22.0,18.80,38.50,37.12,51.20
136.07,0.24,4.37,9.00,47.83,95.0,22.0,18.45,38.23,37.12,56.39
136.11,0.15,4.75,8.94,47.83,95.0,22.0,18.56,38.50,34.61,60.29
136.15,0.06,4.38,8.86,47.83,95.0,22.0,18.45,38.50,32.09,64.19
136.19,0.30,3.41,8.89,47.83,95.0,22.0,18.56,38.23,32.09,61.59
136.23,0.18,2.43,8.93,47.83,95.0,22.0,18.68,38.23,32.09,60.29
136.27,0.23,2.12,8.88,47.83,95.0,22.0,18.56,38.23,30.84,56.39
136.31,0.29,1.67,8.91,47.83,95.0,22.0,18.56,38.50,17.02,49.90
136.35,0.32,0.62,9.00,47.83,95.0,22.0,18.45,38.23,14.51,44.71
136.39,0.29,-0.28,9.09,47.83,95.0,22.0,14.08,38.23,8.23,31.72
136.43,0.38,-0.96,9.12,47.83,95.0,22.0,18.68,37.96,0.70,14.84
136.47,0.52,-1.49,9.24,47.83,95.0,22.0,18.21,38.23,-1.82,9.64
136.51,0.24,-1.10,9.28,47.83,95.0,22.0,18.80,37.96,-13.12,-12.44
136.55,0.48,-2.52,9.39,47.83,95.0,22.0,18.56,38.50,-19.40,-20.23
136.59,0.47,-1.38,9.36,47.83,95.0,22.0,19.15,38.23,-28.19,-39.71
136.63,0.29,-1.80,9.41,47.83,95.0,22.0,18.68,38.23,-42.00,-56.59
136.67,0.44,-1.67,9.42,47.83,95.0,22.0,18.45,37.96,-48.28,-61.79
136.71,0.31,-0.78,9.28,47.83,95.0,22.0,18.80,38.23,-55.82,-70.88
136.75,0.39,-1.89,9.32,47.83,95.0,22.0,18.80,38.23,-59.59,-73.47
136.79,0.46,-0.93,9.25,47.83,95.0,22.0,18.68,38.23,-64.61,-77.37
136.83,0.24,-0.40,9.23,47.83,95.0,22.0,18.33,38.50,-57.07,-73.47
136.87,0.36,-0.38,9.16,47.83,95.0,22.0,18.56,38.23,-50.80,-72.18
136.91,0.35,0.35,9.04,47.83,95.0,22.0,18.80,38.23,-50.80,-63.09
136.95,0.31,0.43,9.04,47.83,95.0,22.0,18.56,38.23,-50.80,-57.89
136.99,0.33,1.09,9.01,47.83,95.0,22.0,18.80,38.23,-49.54,-42.31
137.03,0.19,2.14,8.93,47.83,95.0,22.0,18.56,38.23,3.21,-21.53
137.07,0.15,3.15,8.90,47.83,95.0,22.0,18.56,38.23,15.77,-12.44
137.11,0.31,3.59,8.94,47.83,95.0,22.0,18.68,38.23,28.33,3.15
137.15,0.11,4.23,8.85,47.83,95.0,22.0,18.33,38.23,35.86,16.14
137.19,0.28,4.87,8.73,47.83,95.0,22.0,18.68,38.23,38.37,25.23
137.23,0.03,5.71,8.95,47.83,95.0,22.0,18.56,38.23,39.63,36.91
137.27,0.01,5.00,8.98,47.83,95.0,22.0,18.56,38.77,37.12,43.41
137.31,0.35,4.59,8.84,47.83,95.0,22.0,18.80,38.23,37.12,55.10
137.35,0.06,4.82,8.91,47.83,95.0,22.0,18.56,38.50,35.86,58.99
137.39,0.13,4.46,8.93,47.83,95.0,22.0,18.56,38.23,30.84,61.59
137.43,0.23,3.89,8.88,47.83,95.0,22.0,19.15,38.50,28.33,62.89
137.47,0.18,2.44,8.89,47.83,95.0,22.0,18.80,38.50,23.30,60.29
137.51,0.33,2.25,8.91,47.83,95.0,22.0,18.80,38.23,23.30,56.39
137.55,0.21,1.98,8.97,47.83,95.0,22.0,18.33,35.40,19.54,56.39
137.59,0.22,1.07,8.99,47.83,95.0,22.0,18.56,38.23,15.77,47.30
137.63,0.39,0.07,9.03,47.83,95.0,22.0,18.09,38.50,12.00,27.82
137.67,0.42,-0.97,9.14,47.83,95.0,22.0,18.33,38.23,5.72,33.02
137.71,0.32,-0.60,9.27,47.83,95.0,22.0,18.68,38.23,-3.07,8.34
137.75,0.34,-1.75,9.33,47.83,95.0,22.0,18.45,38.50,-9.35,0.55
137.79,0.48,-1.86,9.36,47.83,95.0,22.0,18.56,38.50,-20.65,-17.63
137.83,0.30,-1.42,9.32,47.83,95.0,22.0,18.56,38.23,-28.19,-39.71
137.87,0.40,-2.45,9.43,47.83,95.0,22.0,18.33,38.50,-39.49,-47.50
137.91,0.41,-1.03,9.32,47.83,95.0,22.0,18.68,38.23,-43.26,-59.19
137.95,0.27,-1.33,9.36,47.83,95.0,22.0,18.56,37.96,-55.82,-64.38
137.99,0.50,-1.82,9.34,47.83,95.0,22.0,18.68,37.96,-59.59,-73.47
138.03,0.34,-0.95,9.24,47.83,95.0,22.0,18.68,37.96,-62.10,-76.07
138.07,0.27,-0.77,9.20,47.83,95.0,22.0,18.56,37.96,-60.84,-76.07
138.11,0.40,-0.26,9.21,47.83,95.0,22.0,18.80,37.96,-60.84,-70.88
138.15,0.27,0.26,9.11,47.83,95.0,22.0,18.56,38.23,-40.75,-68.28
138.19,0.35,-0.04,9.07,47.83,95.0,22.0,18.68,38.23,-21.91,-56.59
138.23,0.36,0.94,8.95,47.83,95.0,22.0,18.68,38.50,-11.86,-42.31
138.27,0.14,2.15,8.94,47.83,95.0,22.0,18.68,38.23,0.70,-33.22
138.31,0.30,2.50,9.00,47.83,95.0,22.0,18.80,38.23,6.98,-17.63
138.35,0.17,3.74,8.86,47.83,95.0,22.0,20.90,37.96,23.30,-9.84
138.39,0.21,3.66,8.90,47.83,95.0,22.0,18.68,38.23,33.35,7.04
138.43,0.10,4.58,8.98,47.83,95.0,22.0,18.68,37.96,38.37,25.23
138.47,-0.02,5.62,8.89,47.83,95.0,22.0,18.80,38.23,39.63,27.82
138.51,0.22,5.13,8.93,47.83,95.0,22.0,18.80,38.23,40.89,46.01
138.55,0.19,4.97,8.92,47.83,95.0,22.0,18.56,38.50,39.63,49.90
138.59,0.03,4.32,9.01,47.83,95.0,22.0,18.45,38.23,37.12,58.99
138.63,0.25,4.63,8.90,47.83,95.0,22.0,18.80,38.23,34.61,60.29
138.67,0.05,4.12,8.91,47.83,95.0,22.0,18.56,38.23,29.58,62.89
138.71,0.25,2.97,8.90,47.83,95.0,22.0,18.68,38.50,27.07,62.89
138.75,0.27,2.33,8.92,47.83,95.0,22.0,18.56,38.23,23.30,61.59
138.79,0.16,1.85,9.02,47.83,95.0,22.0,18.68,38.50,19.54,55.10
138.83,0.23,1.60,9.04,47.83,95.0,22.0,18.56,38.23,15.77,46.01
138.87,0.33,0.39,9.06,47.83,95.0,22.0,18.45,38.23,10.74,40.81
138.91,0.33,-0.50,9.04,47.83,95.0,22.0,18.68,38.50,8.23,26.52
138.95,0.31,-1.11,9.19,47.83,95.0,22.0,18.56,37.96,0.70,17.43
138.99,0.46,-1.88,9.35,47.83,95.0,22.0,18.56,38.50,-3.07,-3.35
139.03,0.37,-0.99,9.33,47.83,95.0,22.0,18.45,38.23,-14.37,-18.93
139.07,0.33,-2.26,9.40,47.83,95.0,22.0,21.94,38.50,-25.68,-29.32
139.11,0.52,-1.94,9.34,47.83,95.0,22.0,18.80,38.23,-34.47,-43.60
139.15,0.30,-1.29,9.38,47.83,95.0,22.0,18.68,38.23,-44.52,-52.70
139.19,0.34,-1.75,9.42,47.83,95.0,22.0,18.68,38.23,-49.54,-63.09
139.23,0.41,-1.11,9.30,47.83,95.0,22.0,18.33,38.50,-59.59,-73.47
139.27,0.31,-1.36,9.28,47.83,95.0,22.0,15.68,38.50,-63.35,-74.77
139.31,0.44,-1.19,9.23,47.83,95.0,22.0,18.56,38.50,-63.35,-77.37
139.35,0.29,-0.05,9.16,47.83,95.0,22.0,18.45,38.23,-55.82,-74.77
139.39,0.27,-0.07,9.16,47.83,95.0,22.0,18.68,38.23,-47.03,-68.28
139.43,0.38,-0.02,9.13,47.83,95.0,22.0,18.56,37.96,-29.45,-59.19
139.47,0.29,0.50,9.02,47.83,95.0,22.0,18.56,38.23,-18.14,-51.40
139.51,0.29,1.31,8.91,47.83,95.0,22.0,18.80,37.96,-5.58,-37.11
139.55,0.23,2.64,8.90,47.83,95.0,22.0,18.33,38.50,14.51,-29.32
139.59,0.08,3.26,8.89,47.83,95.0,22.0,18.68,37.96,28.33,-11.14
139.63,0.31,3.22,8.90,47.83,95.0,22.0,18.56,38.50,32.09,8.34
139.67,0.08,4.70,8.95,47.83,95.0,22.0,18.80,36.65,37.12,22.63
139.71,0.17,5.10,8.97,47.83,95.0,22.0,18.80,37.96,39.63,31.72
139.75,0.20,5.34,8.91,47.83,95.0,22.0,18.45,38.23,37.12,39.51
139.79,-0.00,5.22,8.85,47.83,95.0,22.0,18.80,37.96,38.37,48.60
139.83,0.25,4.26,8.98,47.83,95.0,22.0,18.80,37.96,35.86,57.69
139.87,0.20,4.93,8.92,47.83,95.0,22.0,18.45,38.23,35.86,61.59
139.91,0.08,4.40,8.91,47.83,95.0,22.0,18.92,37.96,33.35,64.19
139.95,0.30,3.45,8.87,47.83,95.0,22.0,18.21,37.96,30.84,65.49
139.99,0.21,2.50,8.92,47.83,95.0,22.0,19.15,38.23,25.81,61.59
140.03,0.25,2.02,8.99,47.83,95.0,22.0,18.68,38.50,20.79,56.39
140.07,0.31,1.74,8.97,47.83,95.0,22.0,18.56,38.23,22.05,52.50
140.11,0.26,0.63,9.07,47.83,95.0,22.0,18.92,38.50,14.51,42.11
140.15,0.31,-0.18,9.12,47.83,95.0,22.0,18.80,38.23,9.49,34.32
140.19,0.41,-0.97,9.14,47.83,95.0,22.0,18.68,38.50,4.46,18.73
140.23,0.44,-1.34,9.23,47.83,95.0,22.0,18.56,38.23,-6.84,-0.75
140.27,0.27,-1.12,9.28,47.83,95.0,22.0,18.45,37.96,-10.61,-8.54
140.31,0.48,-2.42,9.41,47.83,95.0,22.0,18.68,38.50,-24.42,-25.42
140.35,0.46,-1.23,9.27,47.83,95.0,22.0,18.68,37.69,-29.45,-35.81
140.39,0.32,-1.96,9.41,47.83,95.0,22.0,18.68,38.23,-42.00,-51.40
140.43,0.43,-1.58,9.42,47.83,95.0,22.0,18.33,38.50,-54.56,-65.68
140.47,0.33,-0.92,9.30,47.83,95.0,22.0,18.45,37.96,-54.56,-68.28
140.51,0.41,-1.81,9.28,47.83,95.0,22.0,19.04,38.23,-63.35,-76.07
140.55,0.48,-0.84,9.21,47.83,95.0,22.0,18.45,38.23,-65.87,-78.67
140.59,0.25,-0.55,9.24,47.83,95.0,22.0,18.56,38.23,-60.84,-76.07
140.63,0.34,-0.41,9.14,47.83,95.0,22.0,18.68,38.23,-43.26,-68.28
140.67,0.36,0.35,9.00,47.83,95.0,22.0,18.45,38.23,-38.24,-68.28
140.71,0.31,0.45,9.02,47.83,95.0,22.0,18.56,38.23,-19.40,-55.29
140.75,0.35,0.97,9.01,47.83,95.0,22.0,18.45,38.23,-18.14,-44.90
140.79,0.13,2.28,8.95,47.83,95.0,22.0,18.68,38.23,4.46,-30.62
140.83,0.20,2.92,8.85,47.83,95.0,22.0,18.45,38.50,17.02,-13.73
140.87,0.28,3.76,8.95,47.83,95.0,22.0,18.56,38.23,23.30,-5.94
140.91,0.13,4.15,8.88,47.83,95.0,22.0,18.68,38.23,32.09,-4.64
140.95,0.22,4.57,8.88,47.83,95.0,22.0,18.56,38.23,32.09,-4.64
140.99,-0.02,5.72,8.96,47.83,95.0,22.0,18.68,38.23,34.61,-5.94
141.03,0.09,5.04,8.96,47.83,95.0,22.0,18.68,38.50,34.61,47.30
141.07,0.34,4.83,8.85,47.83,95.0,22.0,18.45,38.23,35.86,53.80
141.11,0.05,4.67,8.91,47.83,95.0,22.0,18.68,38.23,33.35,58.99
141.15,0.16,4.44,8.96,47.83,95.0,22.0,18.21,37.43,33.35,61.59
141.19,0.18,4.03,8.91,47.83,95.0,22.0,18.68,37.96,30.84,65.49
141.23,0.19,2.53,8.90,47.83,95.0,22.0,18.56,37.96,27.07,62.89
141.27,0.33,2.23,8.88,47.83,95.0,22.0,18.33,38.50,24.56,61.59
141.31,0.20,1.87,8.97,47.83,95.0,22.0,18.56,38.50,19.54,55.10
141.35,0.24,1.29,8.96,47.83,95.0,22.0,18.56,37.96,18.28,52.50
141.39,0.40,0.19,8.99,47.83,95.0,22.0,18.68,37.96,15.77,42.11
141.43,0.38,-0.94,9.23,47.83,95.0,22.0,17.85,37.96,5.72,18.73
141.47,0.29,-0.63,9.21,47.83,95.0,22.0,18.68,38.23,0.70,10.94
141.51,0.34,-1.89,9.34,47.83,95.0,22.0,18.80,37.96,-11.86,-7.24
141.55,0.51,-1.54,9.27,47.83,95.0,22.0,18.56,38.23,-18.14,-17.63
141.59,0.28,-1.54,9.38,47.83,95.0,22.0,18.56,38.50,-30.70,-34.51
141.63,0.45,-2.34,9.43,47.83,95.0,22.0,18.68,37.96,-36.98,-51.40
141.67,0.41,-1.19,9.34,47.83,95.0,22.0,18.45,38.23,-49.54,-55.29
141.71,0.30,-1.49,9.38,47.83,95.0,22.0,18.80,37.69,-55.82,-66.98
141.75,0.48,-1.58,9.35,47.83,95.0,22.0,18.56,37.16,-59.59,-70.88
141.79,0.30,-1.01,9.27,47.83,95.0,22.0,18.56,37.69,-63.35,-76.07
141.83,0.38,-1.03,9.18,47.83,95.0,22.0,18.56,38.23,-63.35,-74.77
141.87,0.38,-0.07,9.17,47.83,95.0,22.0,18.56,37.96,-49.54,-73.47
141.91,0.27,0.16,9.10,47.83,95.0,22.0,18.68,38.23,-39.49,-66.98
141.95,0.41,-0.09,9.09,47.83,95.0,22.0,18.33,38.50,-28.19,-60.49
141.99,0.32,0.91,8.99,47.83,95.0,22.0,18.92,38.23,-9.35,-46.20
142.03,0.20,1.74,9.03,47.83,95.0,22.0,18.56,38.50,-1.82,-31.92
142.07,0.29,2.50,8.95,47.83,95.0,22.0,18.68,38.23,8.23,-22.83
142.11,0.12,3.70,8.85,47.83,95.0,22.0,17.61,38.50,19.54,-8.54
142.15,0.21,3.55,8.88,47.83,95.0,22.0,18.56,38.23,27.07,1.85
142.19,0.09,4.62,8.99,47.83,95.0,22.0,18.68,38.50,33.35,21.33
142.23,-0.05,5.41,8.94,47.83,95.0,22.0,18.80,38.23,37.12,36.91
142.27,0.25,5.19,8.91,47.83,95.0,22.0,18.33,38.50,35.86,42.11
142.31,0.11,5.04,8.93,47.83,95.0,22.0,18.68,38.50,35.86,51.20
142.35,0.07,4.33,9.05,47.83,95.0,22.0,18.56,38.23,33.35,57.69
142.39,0.28,4.64,8.90,47.83,95.0,22.0,18.56,37.96,30.84,62.89
142.43,0.05,4.17,8.96,47.83,95.0,22.0,18.68,37.69,33.35,66.78
142.47,0.28,3.04,8.94,47.83,95.0,22.0,18.56,38.50,28.33,64.19
142.51,0.22,2.45,8.92,47.83,95.0,22.0,18.92,38.23,29.58,61.59
142.55,0.19,1.95,8.86,47.83,95.0,22.0,18.56,38.23,23.30,57.69
142.59,0.30,1.59,8.97,47.83,95.0,22.0,18.80,37.96,19.54,48.60
142.63,0.31,0.53,9.08,47.83,95.0,22.0,18.45,38.50,15.77,35.62
142.67,0.31,-0.42,9.12,47.83,95.0,22.0,18.45,37.96,8.23,30.42
142.71,0.30,-1.13,9.19,47.83,95.0,22.0,18.80,38.50,4.46,10.94
142.75,0.49,-2.00,9.32,47.83,95.0,22.0,18.45,38.23,-5.58,4.45
142.79,0.34,-0.94,9.27,47.83,95.0,22.0,18.68,37.96,-19.40,-12.44
142.83,0.35,-2.31,9.40,47.83,95.0,22.0,18.45,37.96,-24.42,-29.32
142.87,0.50,-1.76,9.29,47.83,95.0,22.0,18.33,38.50,-36.98,-39.71
142.91,0.33,-1.36,9.33,47.83,95.0,22.0,20.21,37.96,-44.52,-52.70
142.95,0.37,-1.88,9.44,47.83,95.0,22.0,18.33,36.65,-50.80,-59.19
142.99,0.38,-0.98,9.32,47.83,95.0,22.0,18.45,38.23,-58.33,-69.58
143.03,0.30,-1.40,9.34,47.83,95.0,22.0,18.68,37.96,-63.35,-73.47
143.07,0.44,-1.19,9.26,47.83,95.0,22.0,18.68,37.96,-59.59,-76.07
143.11,0.29,-0.15,9.21,47.83,95.0,22.0,18.92,37.96,-55.82,-66.98
143.15,0.25,-0.13,9.09,47.83,95.0,22.0,18.56,38.23,-40.75,-72.18
143.19,0.42,0.11,9.13,47.83,95.0,22.0,18.68,38.23,-35.72,-60.49
143.23,0.31,0.55,9.02,47.83,95.0,22.0,18.80,38.23,-16.89,-47.50
143.27,0.27,1.28,8.91,47.83,95.0,22.0,18.45,38.23,-4.33,-39.71
143.31,0.26,2.49,8.92,47.83,95.0,22.0,18.80,38.23,8.23,-25.42
143.35,0.12,3.12,8.98,47.83,95.0,22.0,18.68,38.23,10.74,-18.93
143.39,0.32,3.46,8.85,47.83,95.0,22.0,18.56,38.23,20.79,-3.35
143.43,0.10,4.73,8.78,47.83,95.0,22.0,18.68,38.23,29.58,21.33
143.47,0.23,4.99,8.93,47.83,95.0,22.0,18.56,38.50,37.12,27.82
143.51,0.15,5.39,8.95,47.83,95.0,22.0,18.80,38.23,37.12,51.20
143.55,0.01,5.16,8.88,47.83,95.0,22.0,18.45,38.23,38.37,47.30
143.59,0.30,4.29,8.96,47.83,95.0,22.0,18.68,38.23,35.86,60.29
143.63,0.18,4.94,8.93,47.83,95.0,22.0,18.56,37.96,35.86,65.49
143.67,0.13,4.36,8.94,47.83,95.0,22.0,18.33,38.23,32.09,65.49
143.71,0.26,3.73,8.83,47.83,95.0,22.0,18.80,38.23,29.58,64.19
143.75,0.18,2.38,8.98,47.83,95.0,22.0,18.45,38.23,24.56,62.89
143.79,0.29,2.06,8.99,47.83,95.0,22.0,18.45,38.23,24.56,57.69
143.83,0.27,1.82,8.95,47.83,95.0,22.0,18.56,38.77,19.54,49.90
143.87,0.33,0.66,9.00,47.83,95.0,22.0,18.45,38.23,18.28,43.41
143.91,0.32,-0.04,9.14,47.83,95.0,22.0,19.04,38.23,13.26,27.82
143.95,0.39,-1.01,9.18,47.83,95.0,22.0,18.45,38.50,4.46,22.63
143.99,0.44,-1.12,9.27,47.83,95.0,22.0,18.68,37.96,-1.82,3.15
144.03,0.27,-1.35,9.22,47.83,95.0,22.0,18.09,38.23,-14.37,-12.44
144.07,0.48,-2.29,9.31,47.83,95.0,22.0,18.33,39.33,-19.40,-22.83
144.11,0.39,-1.18,9.29,47.83,95.0,22.0,18.56,38.50,-31.96,-39.71
144.15,0.31,-2.18,9.46,47.83,95.0,22.0,18.56,37.96,-43.26,-46.20
144.19,0.43,-1.45,9.35,47.83,95.0,22.0,18.68,38.50,-49.54,-59.19
144.23,0.32,-1.03,9.30,47.83,95.0,22.0,18.56,38.50,-58.33,-68.28
144.27,0.48,-1.85,9.29,47.83,95.0,22.0,18.45,38.23,-62.10,-73.47
144.31,0.42,-0.91,9.19,47.83,95.0,22.0,18.68,38.23,-63.35,-77.37
144.35,0.24,-0.57,9.26,47.83,95.0,22.0,18.45,38.23,-57.07,-76.07
144.39,0.38,-0.43,9.25,47.83,95.0,22.0,18.68,38.23,-45.77,-69.58
144.43,0.31,0.21,9.06,47.83,95.0,22.0,18.68,38.23,-33.21,-59.19
144.47,0.36,0.33,8.98,47.83,95.0,22.0,18.68,37.96,-23.17,-52.70
144.51,0.32,0.98,9.03,47.83,95.0,22.0,18.68,37.96,-6.84,-38.41
144.55,0.14,2.31,8.96,47.83,95.0,22.0,18.56,38.23,4.46,-31.92
144.59,0.23,2.69,8.92,47.83,95.0,22.0,18.56,37.96,12.00,-11.14
144.63,0.21,3.79,8.91,47.83,95.0,22.0,18.80,37.69,25.81,0.55
144.67,0.17,3.90,8.96,47.83,95.0,22.0,18.68,37.69,28.33,-0.75
144.71,0.21,4.59,8.89,47.83,95.0,22.0,18.68,37.96,37.12,21.33
144.75,-0.07,5.85,8.84,47.83,95.0,22.0,18.45,37.96,34.61,31.72
144.79,0.10,4.98,9.03,47.83,95.0,22.0,18.56,40.78,34.61,46.01
144.83,0.32,4.80,8.94,47.83,95.0,22.0,18.68,37.96,34.61,57.69
144.87,0.02,4.61,8.93,47.83,95.0,22.0,18.45,37.96,33.35,62.89
144.91,0.17,4.43,8.91,47.83,95.0,22.0,18.68,38.23,32.09,66.78
144.95,0.16,4.17,8.88,47.83,95.0,22.0,18.56,38.23,32.09,68.08
144.99,0.19,2.67,8.97,47.83,95.0,22.0,18.45,37.96,29.58,64.19
145.03,0.32,2.06,8.99,47.83,95.0,22.0,18.80,38.23,25.81,58.99
145.07,0.22,1.83,9.01,47.83,95.0,22.0,18.56,37.96,25.81,56.39
145.11,0.20,1.39,9.01,47.83,95.0,22.0,18.68,38.23,19.54,44.71
145.15,0.38,0.22,9.01,47.83,95.0,22.0,18.45,38.23,17.02,35.62
145.19,0.38,-0.79,9.10,47.83,95.0,22.0,18.56,37.96,8.23,22.63
145.23,0.32,-0.64,9.16,47.83,95.0,22.0,18.56,38.23,-3.07,4.45
145.27,0.36,-1.85,9.32,47.83,95.0,22.0,18.45,38.23,-10.61,-2.05
145.31,0.47,-1.56,9.30,47.83,95.0,22.0,18.33,38.23,-20.65,-20.23
145.35,0.32,-1.80,9.39,47.83,95.0,22.0,18.45,38.23,-28.19,-28.02
145.39,0.47,-2.35,9.44,47.83,95.0,22.0,18.68,38.23,-42.00,-44.90
145.43,0.38,-1.09,9.32,47.83,95.0,22.0,18.68,38.50,-45.77,-56.59
